@relation cluter

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric

@data
-0.270475,-0.039325,0.095563,-0.15011,0.221606,-0.051312,0.071439,-0.211823,-0.113443,-0.044221,-0.136531,-0.033314,0.003181,0.025448,-0.16283,-0.072069,0.038732,-0.256459,0.006655,-0.046498,-0.021429,0.203301,0.15743,-0.017671,-0.059413,0.244348,0.042659,0.01884,-0.099862,0.152897,-0.053745,-0.099244,-0.087323,-0.122092,-0.156578,0.000612,0.071531,-0.085498,-0.08845,0.004867,-0.203867,-0.054999,0.147911,-0.083851,-0.001162,0.171824,0.169505,-0.086164,0.177269,-0.178311
-0.213923,0.021489,0.085016,0.115902,-0.034878,0.136667,0.172246,-0.247806,0.062957,-0.011615,-0.194485,0.008308,0.118612,0.2151,-0.080649,0.016217,0.088245,-0.1179,-0.091365,-0.205552,0.057823,-0.1765,-0.10647,0.126552,0.022609,0.126372,0.0764,-0.119261,0.169946,-0.060478,0.086955,0.171805,-0.126115,-0.077091,-0.349617,0.171142,-0.023594,0.088946,-0.091891,-0.016264,-0.166714,-0.136052,0.138979,0.187336,-0.016689,-0.241732,-0.075976,-0.074697,-0.177091,0.052636
-0.24415,-0.019807,0.126393,-0.119902,0.098607,-0.122597,0.13886,-0.068221,-0.075404,-0.108674,-0.001775,-0.095194,0.024129,-0.019267,-0.126322,0.168544,0.018249,-0.211433,0.043669,-0.106002,0.173052,-0.055986,0.085165,-0.138297,0.026156,0.127105,-0.029419,-0.016284,0.089004,0.115978,-0.148961,-0.011248,0.042227,-0.137559,-0.112411,0.02188,-0.028152,0.070919,-0.009746,0.151645,-0.077686,-0.083562,0.0635,-0.102385,-0.018617,0.171488,0.171356,0.009614,0.255547,0.021038
-0.186742,0.149346,0.293082,0.316771,0.011041,-0.050956,0.172967,-0.05219,-0.199531,0.108785,-0.359678,-0.145803,0.012878,0.177689,-0.262468,-0.043966,0.005753,-0.310389,-0.012087,-0.20168,-0.094372,0.008059,0.339694,-0.000537,0.092386,0.223921,0.029285,-0.298059,0.10014,0.147592,-0.127165,-0.150884,0.100069,-0.225313,-0.282126,0.169603,-0.221726,0.130537,0.18371,0.049127,-0.021498,-0.06154,0.209888,0.012883,-0.060666,0.14791,-0.050387,0.013732,-0.160161,-0.147409
-0.101478,-0.104889,-0.158495,-0.154758,0.011269,0.115052,-0.172975,0.086048,-0.178764,0.096484,0.050907,0.092536,-0.214395,0.027125,0.102326,0.227036,-0.148368,-0.376483,-0.01993,-0.222647,0.319698,0.239293,-0.04623,-0.047179,0.06234,0.373095,0.059791,0.007628,0.210797,-0.007241,0.138583,-0.116895,0.058609,-0.055275,0.10767,0.149506,0.002318,0.047878,-0.158026,-0.269932,0.001589,-0.17143,0.327256,0.077464,0.166759,0.132207,0.129099,-0.177953,0.178336,-0.139932
-0.089164,0.039546,0.20332,-0.107142,0.105531,0.087743,0.082628,0.168609,-0.252464,0.243217,0.194109,0.062883,0.109728,0.173935,0.128854,-0.114933,0.111228,-0.220203,-0.162519,-0.255056,0.005674,0.117072,-0.064432,0.016702,-0.189504,0.170189,-0.123415,-0.184793,0.055493,0.022891,-0.04747,0.073101,0.024595,-0.006565,0.04336,-0.02222,-0.108065,0.108499,0.150494,0.127143,0.023248,-0.011489,0.016242,0.086291,-0.069724,-0.098959,0.145724,-0.085961,0.066073,0.192802
0.166728,-0.058714,-0.078713,0.103553,0.038389,0.119957,0.103307,0.103418,0.095157,-0.064416,0.057797,0.054766,0.062519,-0.125784,-0.007232,-0.008172,0.010647,0.128385,0.099816,0.054976,0.011617,0.032309,0.114981,0.073498,-0.12052,-0.113561,0.224322,-0.041953,0.035123,0.178996,-0.061452,0.163556,0.104045,-0.111882,-0.213174,-0.074295,0.038717,-0.012922,0.115708,0.025662,0.105336,0.103769,-0.004226,0.087632,0.047673,0.06682,0.026186,0.006994,-0.047128,-0.124832
0.070528,0.156993,0.029887,0.003304,-0.022928,0.186208,0.138791,0.015692,-0.216725,-0.020842,-0.078288,0.029325,0.084488,0.224969,-0.040509,-0.053409,-0.132237,-0.294331,0.096044,0.086244,0.086877,0.044419,-0.012382,0.28474,0.00899,0.419135,-0.189136,-0.085505,0.171784,-0.269356,0.041081,0.186944,-0.005154,0.058313,-0.126336,-0.089871,-0.022949,-0.154205,0.190222,0.170668,-0.111433,0.03507,-0.064094,-0.114073,-0.161832,-0.060967,0.235379,-0.050907,-0.024097,0.200867
-0.032775,0.046637,-0.039095,-0.019171,-0.017132,0.149414,0.068349,0.190235,-0.072187,0.212921,0.001568,-0.061072,0.125646,-0.002116,0.130847,0.009184,0.018072,-0.073189,-0.005119,-0.024659,0.403101,-0.050664,0.065619,0.122373,0.047225,0.191227,0.116129,-0.154371,0.079511,-0.233783,0.037931,0.195668,0.068415,0.079958,-0.200391,-0.308126,0.178324,0.041323,-0.030222,0.117769,0.077633,-0.023772,-0.11598,0.184287,-0.007854,-0.119762,0.118013,-0.158242,-0.098367,0.23483
-0.167063,0.133895,-0.066441,0.04194,-0.043402,0.264957,0.160187,0.082719,-0.318406,0.105079,-0.157832,-0.075938,-0.018525,0.061175,-0.093973,0.054059,0.023231,-0.217843,-0.171578,-0.130888,0.057711,0.173888,0.078071,0.128005,-0.068102,0.254693,-0.193706,0.053672,-0.099388,0.125918,0.05694,0.060336,0.168994,0.10942,-0.072187,-0.240878,0.227478,0.188475,-0.026571,0.077063,-0.335254,-0.003633,0.136708,-0.017528,-0.030961,0.115919,0.104364,-0.22116,0.000144,-0.081347
-0.265427,-0.043523,0.263408,0.02934,0.166081,0.036684,-0.018045,0.009934,-0.175025,0.090178,-0.149719,0.051683,0.056741,0.250282,0.022573,0.068769,0.096653,-0.103147,-0.148279,-0.218249,-0.049752,0.201368,-0.138251,0.037504,-0.053433,-0.017157,0.198133,0.028932,0.181868,-0.003343,0.024417,0.01592,-0.165515,-0.09285,-0.192731,0.027775,0.023966,-0.223619,-0.271154,-0.022277,-0.077099,0.109966,0.361993,-0.071765,0.207703,-0.045159,-0.196141,-0.09083,0.225982,-0.01117
-0.166677,0.021886,0.234678,-0.003037,-0.04743,0.083287,-0.11525,0.066308,-0.21185,0.058062,-0.315556,-0.010482,0.024674,0.036274,0.256436,-0.165014,0.107687,0.016102,0.038633,-0.255472,0.294787,0.146505,0.335163,-0.112797,-0.059531,0.323955,0.264709,-0.068721,0.138736,-0.088096,-0.00287,0.016212,0.10146,-0.041148,0.025947,0.071285,0.190369,-0.064207,0.056608,-0.058006,0.049305,0.053204,0.117711,0.084681,-0.247755,-0.307522,0.033259,-0.212802,-0.101359,-0.033925
-0.170775,0.005792,0.15765,-0.004174,-0.027734,0.230499,0.086151,-0.127099,0.068147,-0.034228,-0.165981,0.068422,0.040434,0.138822,-0.125351,0.075881,-0.079477,-0.040669,-0.0972,-0.13356,0.000128,0.318664,-0.088775,-0.109533,0.021323,-0.096903,0.042479,0.104096,-0.084353,0.100424,0.080832,0.032863,-0.245923,-0.171487,-0.171275,-0.038925,0.094159,-0.107596,-0.093277,-0.082701,0.026827,0.161848,0.329879,-0.073327,0.024,0.013833,0.027204,0.148473,0.005137,0.195998
-0.056375,-0.051231,-0.050692,0.051223,-0.063295,0.088325,-0.08989,-0.10635,-0.006429,-0.005836,-0.068771,0.042049,-0.064245,-0.080353,0.031443,-0.061495,-0.122946,-0.068037,0.020818,-0.017621,0.082931,0.070177,0.135087,-0.01196,-0.045139,0.274144,0.008733,-0.00822,-0.102438,-0.117366,-0.035936,0.065969,0.132007,-0.077685,0.04574,0.065852,-0.089972,0.044478,-0.009307,-0.038605,0.048322,0.020831,-0.062041,0.050371,-0.178711,-0.176484,0.064377,-0.174761,0.021048,-0.051584
-0.168949,0.079132,-0.215247,0.126571,0.029183,0.033442,0.04636,-0.111589,-0.004312,0.072217,-0.065763,0.126351,0.026893,-0.020564,0.063796,0.013629,-0.024311,-0.241312,-0.012733,-0.083727,0.110766,0.142205,-0.013234,-0.05043,-0.048873,0.114856,0.04488,0.067863,-0.217002,-0.043267,-0.0948,0.030502,0.040427,-0.086109,0.061767,-0.057554,0.057912,-0.014841,-0.131036,0.045125,-0.008258,-0.021046,0.040776,0.069407,0.024861,-0.060262,-0.028123,0.011265,0.042502,0.087072
0.026478,0.078921,0.075758,0.049526,-0.005773,-0.010184,-0.044774,-0.016789,0.034596,-0.030621,-0.082498,0.03585,-0.048724,0.013963,-0.005679,-0.013043,0.0153,0.197846,-0.036743,-0.064214,0.042168,-0.066726,0.050931,0.017952,0.001101,0.053002,0.049084,0.155758,-0.062764,0.109194,-0.024472,0.044086,-0.001108,0.029799,-0.005785,0.039445,-0.070221,0.048339,-0.117904,-0.044972,0.004454,-0.104773,0.028224,-0.040193,-0.125582,-0.005861,0.037535,-0.049983,0.068881,0.066907
-0.044577,0.064462,-0.08063,-0.023653,0.09585,0.063973,0.042183,0.143032,-0.19209,-0.080576,0.16156,0.037422,-0.034874,0.276021,0.189763,-0.152388,-0.084306,-0.074305,-0.233537,-0.137227,0.158948,0.165532,0.096788,-0.007809,0.012826,0.117246,0.176854,0.082458,0.242137,0.073016,-0.111279,0.024509,-0.061062,-0.040959,-0.007828,-0.04343,-0.081555,-0.056156,0.08629,0.230885,0.122367,0.120233,0.273792,0.027891,-0.113222,-0.192972,0.089446,-0.103289,0.153402,0.04585
-0.301394,0.196963,0.003222,0.123376,0.170189,-0.285661,-0.023887,0.375058,-0.28189,-0.003916,-0.023698,0.283269,-0.188903,0.081528,0.168308,0.296096,-0.139325,0.021688,0.0752,0.148805,-0.369791,0.121795,0.154497,-0.010546,-0.141701,0.14972,0.002459,0.171342,-0.157933,0.184282,-0.008447,-0.118174,-0.012113,-0.205164,-0.233444,0.157025,0.015023,-0.04153,0.31376,-0.0628,0.017285,-0.040485,0.067734,-0.108585,-0.070438,0.23641,-0.113068,0.061428,0.332837,0.008327
0.082314,0.045258,-0.112952,0.205212,-0.04856,0.226161,-0.116764,0.171462,0.278279,-0.013375,0.013338,0.139662,0.043442,0.051729,0.254303,-0.068307,-0.105535,0.148916,-0.084137,-0.185701,0.166785,-0.216717,-0.09379,0.132974,-0.019013,-0.004752,0.242084,-0.094443,0.07523,0.097975,-0.047534,-0.027786,-0.159954,0.246625,-0.396062,0.066846,-0.407414,-0.074075,-0.011291,0.032851,0.31581,0.01082,0.170801,0.176356,0.000931,-0.455324,0.022332,-0.122717,-0.043335,0.102575
0.235446,-0.200303,0.028987,0.097482,-0.14107,-0.237416,-0.043933,-0.035725,-0.040862,0.075872,-0.005956,-0.218968,0.183592,0.234609,0.004394,0.12649,-0.102083,-0.164934,-0.124681,-0.235088,0.198917,0.182865,-0.138366,-0.09288,0.207732,0.069967,-0.054463,-0.291694,-0.012111,-0.008693,-0.37862,0.247906,0.045134,0.042557,0.114631,-0.021356,-0.119472,-0.027696,-0.163594,-0.020314,-0.34024,0.387094,0.038837,-0.404735,-0.162362,0.099065,0.372607,-0.107729,-0.115546,0.145337
0.096573,-0.075282,-0.013478,0.088032,-0.13612,0.061637,-0.068104,-0.25298,0.077278,-0.072169,0.03282,0.076359,-0.043367,0.060467,-0.173548,-0.1217,-0.28838,-0.187289,-0.070116,-0.127794,0.2623,-0.08104,-0.017641,-0.0133,-0.001012,-0.030739,-0.0392,0.068724,0.040407,-0.071143,0.034601,-0.007827,-0.153781,0.012693,0.056111,-0.019401,0.122818,0.036656,-0.178154,-0.060933,-0.107788,0.073245,0.076035,0.023311,-0.123116,-0.210273,0.149896,0.100965,-0.098581,0.021644
-0.124068,-0.105212,-0.016382,0.208224,0.212418,0.000717,0.041853,-0.093978,-0.143838,-0.004788,-0.058236,0.098232,-0.157713,0.11467,-0.228202,-0.103257,-0.280945,-0.216289,-0.22658,-0.151162,0.143957,0.126235,-0.001584,-0.019743,-0.099751,0.08552,0.015471,0.09892,0.018922,-0.028185,-0.150725,0.165846,0.036958,-0.00336,-0.112251,-0.056982,0.214388,0.055206,-0.211674,0.029019,-0.155566,0.039957,0.264635,-0.143148,-0.187074,-0.277242,0.230644,0.054732,-0.130522,-0.228069
0.140252,-0.060619,0.120233,-0.009881,-0.110068,0.148368,0.010848,-0.153352,-0.11802,0.205959,-0.240494,-0.034203,-0.068649,0.064067,0.059263,-0.008625,-0.020457,-0.377481,-0.056395,-0.108534,-0.034124,0.281904,0.049052,0.060443,0.192013,0.077482,-0.035037,0.033503,-0.082789,-0.074705,-0.048976,-0.018803,-0.106048,0.271727,-0.035197,-0.01346,-0.09729,-0.055882,-0.066682,0.164442,0.038898,-0.204764,-0.071477,0.086346,-0.013654,-0.307085,0.031324,-0.09682,0.009706,0.137016
-0.184318,0.024045,-0.139662,0.138852,0.059218,0.234087,-0.010293,0.025623,-0.09248,0.295191,-0.16153,0.007958,-0.138574,0.121209,0.095531,-0.115228,-0.123519,-0.216716,-0.206877,0.005384,0.031669,0.020324,-0.108617,0.089194,-0.114536,0.057291,0.151944,0.028531,0.118423,-0.221902,0.034305,0.181922,-0.091432,0.148939,-0.207863,0.033575,0.029035,-0.017557,-0.226983,-0.108861,0.117336,0.085606,0.15301,0.073047,0.029276,-0.128674,-0.088651,-0.047667,-0.144931,0.177201
0.026269,0.034084,0.329109,0.138611,-0.014273,-0.020717,0.252091,-0.013972,-0.179087,0.069003,-0.17105,0.010862,-0.039178,0.001177,-0.247453,0.160219,-0.067579,0.091852,-0.089499,0.174724,-0.242116,0.261757,-0.096802,-0.157064,-0.060827,0.08601,-0.029641,0.173833,-0.040658,0.247234,0.036767,-0.038116,-0.253207,0.124904,0.140542,0.008422,0.390413,0.070858,0.258074,-0.195029,-0.030655,-0.090488,0.158594,-0.048026,-0.069827,0.173663,0.027339,-0.110297,-0.035964,-0.1849
-0.133102,-0.050456,0.0739,-0.127193,-0.137437,0.060079,0.074815,-0.128792,-0.044957,-0.043186,-0.152053,-0.123739,-0.122459,-0.06887,-0.15672,0.089745,0.020407,-0.12659,0.038856,0.001346,0.211142,-0.045909,0.076062,0.089707,0.060394,0.190006,-0.10992,0.050914,0.15307,-0.070328,0.126881,0.049725,0.090592,0.013277,-0.199132,0.008284,0.178413,0.176072,0.19621,-0.028488,-0.025382,0.136285,0.07343,0.049391,-0.177858,-0.069993,0.156216,-0.139178,-0.062171,0.09814
-0.123649,0.051459,0.170649,-0.012258,-0.111404,0.146219,0.078766,0.092747,-0.030314,-0.00035,0.07883,0.152438,0.043963,-0.055494,-0.021986,-0.162572,-0.145316,-0.090125,-0.25415,0.104574,0.007138,0.070328,-0.100425,-0.049458,-0.209268,0.253328,-0.053882,0.253986,0.008461,0.172376,-0.059939,0.167119,-0.073659,0.220631,0.006418,-0.062928,0.01274,0.003706,-0.015492,0.030957,0.038961,0.036833,0.114309,0.074657,0.04172,-0.08928,-0.00217,-0.106736,-0.016157,0.041289
0.046578,-0.079256,0.133427,-0.189373,0.046587,0.243848,-0.035278,0.027203,-0.113506,0.140271,0.134934,0.089921,0.017333,-0.043098,0.00612,0.168975,0.188701,-0.134097,0.17162,0.190042,-0.102849,-0.162178,-0.014785,0.023635,0.034475,0.071076,0.000191,-0.010418,0.294779,-0.004015,0.063787,0.04622,0.160995,-0.005183,-0.421754,-0.041004,-0.09828,0.079156,0.025403,0.057716,0.230861,0.249835,0.096717,0.169669,-0.002303,-0.211712,0.001828,-0.050803,0.019787,0.128729
0.371468,0.149501,0.083922,-0.041313,-0.188212,0.149271,0.226731,0.413662,-0.021182,0.112405,0.000377,-0.33707,-0.073467,-0.106875,0.003529,0.096745,0.026415,0.279995,-0.06658,0.189437,-0.032241,0.131841,0.126989,0.010121,-0.050561,-0.211414,0.211389,0.031455,-0.056461,0.049378,0.049744,0.103524,-0.000522,0.12357,-0.312192,-0.140711,0.29064,-0.008295,0.258089,-0.006706,-0.070679,0.110613,-0.002888,-0.038921,-0.218776,-0.112549,0.041661,-0.121977,-0.048013,-0.037932
0.443208,0.106476,-0.13069,-0.088431,-0.241096,-0.046099,0.170875,0.136901,0.010001,0.256814,-0.043172,-0.201758,-0.076006,0.156051,-0.000005,-0.089602,-0.211202,0.13509,0.013069,0.086097,-0.053023,0.037512,0.088649,-0.065747,0.063099,0.154486,0.206955,-0.215148,0.130088,0.081778,-0.136272,0.046272,-0.123013,0.035726,-0.007857,-0.030929,-0.250583,-0.150658,-0.025676,-0.040665,-0.125995,-0.116916,-0.05337,-0.11194,-0.100176,-0.053846,-0.036726,0.04671,-0.179182,-0.092023
0.461768,0.368773,0.084053,-0.09318,-0.201054,0.101483,0.148522,0.055856,0.278247,0.000099,0.066926,-0.173437,-0.214108,0.156674,-0.230271,0.139315,-0.329511,0.135552,0.107714,-0.004186,-0.027717,-0.032394,0.397698,-0.043716,0.037344,0.134513,0.250883,-0.060936,0.021715,-0.127575,-0.05567,-0.018156,0.076369,0.026204,-0.263678,-0.078915,0.074184,-0.270154,0.235573,0.095533,0.023859,0.0807,-0.185959,-0.103946,0.025539,-0.267628,0.04724,-0.208724,-0.065442,-0.240069
0.070079,0.051076,0.066028,-0.165957,0.18009,0.122223,0.165061,-0.01393,0.068823,0.072185,0.02774,0.193627,-0.067735,0.060831,-0.024333,-0.119612,0.03365,-0.182781,-0.147189,0.106202,0.111928,0.056988,-0.08316,0.039499,0.038341,-0.024739,0.340406,0.112054,0.026713,0.094635,0.091379,0.443046,-0.17325,0.302962,-0.202821,0.115843,0.234588,-0.196068,0.010451,0.235352,0.149108,-0.118571,-0.134123,0.298915,0.295913,-0.054793,0.07252,0.146326,-0.078838,0.029479
-0.043597,-0.056516,0.228189,-0.106631,0.153186,0.063706,0.122713,-0.152639,0.179199,-0.125074,0.208672,-0.132446,0.006664,-0.123699,0.018851,-0.012394,0.11751,-0.26111,0.041957,-0.167501,0.498412,-0.157579,-0.095352,0.140499,0.185466,-0.183111,0.170624,0.041015,0.058293,-0.267198,0.251479,0.008243,-0.155199,0.005957,-0.110689,0.031844,-0.063137,-0.186503,-0.03345,0.203971,0.370453,-0.09021,-0.229882,0.282023,0.095218,-0.358474,0.085702,-0.133247,-0.075999,0.11028
-0.477001,-0.224608,0.302803,-0.001555,0.174101,-0.040059,-0.268473,0.245325,-0.38197,0.357728,-0.017252,-0.10842,-0.035205,0.155519,-0.043767,0.294833,-0.096503,-0.291065,0.197843,-0.264786,0.00903,0.252819,-0.215906,0.12038,-0.208925,0.10544,-0.050932,-0.087724,0.065726,0.18373,0.14485,0.109638,0.267805,-0.144621,-0.03221,0.018565,0.044398,-0.020079,-0.055775,-0.010927,-0.159609,0.120645,0.296501,0.14027,-0.228956,-0.0249,0.050573,-0.008738,0.312009,0.046947
-0.147247,0.317369,0.078415,0.053503,-0.327108,0.112785,0.087731,0.029555,-0.102018,0.071793,-0.172583,-0.218816,0.030323,0.032159,0.145829,-0.011662,0.144665,-0.010015,0.204553,-0.277978,-0.009892,0.075634,-0.035915,0.108306,-0.194519,0.083919,-0.019578,0.220164,-0.233014,-0.045261,0.13108,-0.006661,-0.050902,0.027554,-0.028525,0.095293,-0.094306,0.272372,0.125839,0.125737,-0.128002,-0.580646,0.053085,0.187664,-0.392176,-0.0326,-0.120478,0.166489,-0.202136,-0.048566
0.113662,0.189011,-0.023481,0.175436,-0.043482,-0.021441,0.122236,-0.154176,0.022434,-0.09583,-0.176167,0.109606,0.3393,0.011552,-0.089254,-0.01615,0.298486,-0.049334,0.181258,-0.245419,0.268965,0.128601,0.033023,-0.218432,0.255794,0.090425,-0.24366,0.067421,-0.37624,0.013451,-0.062835,-0.201805,-0.024455,-0.279936,-0.047643,-0.009487,-0.041183,0.243725,0.261117,0.110233,0.063759,-0.255977,-0.109414,0.127202,0.006703,0.214243,0.090327,-0.197571,-0.375122,0.143975
